costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,atq,ceqq
I,USD,STD,BANK,C,6020,2000-03-31,028833,CLDB,421.8860,44.4520
A,USD,STD,BANK,C,6020,2000-03-31,028866,CASH,509.0010,37.7870
A,USD,STD,BANK,C,6020,2000-03-31,028967,QCRH,349.3520,20.1360
I,USD,STD,BANK,C,6020,2000-03-31,028970,CLBK.1,479.9330,40.4680
A,USD,STD,BANK,C,6020,2000-03-31,029061,RVSB,344.6800,48.4890
A,USD,STD,BANK,C,6020,2000-03-31,029101,FFIN,1708.4230,182.4130
I,USD,STD,BANK,C,6020,2000-03-31,029112,FSNMQ,580.3710,45.2540
I,USD,STD,BANK,C,6020,2000-03-31,029211,BPFH,631.5180,41.3860
A,USD,STD,BANK,C,6020,2000-03-31,029286,BBAR,11281.4030,992.1190
I,USD,STD,BANK,C,6020,2000-03-31,029340,FFDB,173.3850,19.1980
I,USD,STD,BANK,C,6020,2000-03-31,029446,OKSB,1162.7610,65.3920
A,USD,STD,BANK,C,6020,2000-03-31,029466,FBSI,191.5400,24.4670
I,USD,STD,BANK,C,6020,2000-03-31,029507,REPB.1,2626.4580,168.9890
I,USD,STD,BANK,C,6020,2000-03-31,029613,CACB,377.6190,30.2290
A,USD,STD,BANK,C,6020,2000-03-31,029855,FMNB,436.9100,51.9620
I,USD,STD,BANK,C,6020,2000-03-31,029899,TRBS,2265.3140,192.4530
A,USD,STD,BANK,C,6020,2000-03-31,029946,LARK,244.6610,22.9590
I,USD,STD,BANK,C,6020,2000-03-31,029993,CMBC,215.3000,11.4270
I,USD,STD,BANK,C,6020,2000-03-31,030017,METB,147.5830,13.4340
I,USD,STD,BANK,C,6020,2000-03-31,030082,DNBF,308.7580,21.3940
I,USD,STD,BANK,C,6020,2000-03-31,030115,JRBK,487.5410,51.3860
I,USD,STD,BANK,C,6020,2000-03-31,030162,SBNK,,
I,USD,STD,BANK,C,6020,2000-03-31,030214,CNBF,935.8300,54.8350
A,USD,STD,BANK,C,6020,2000-03-31,030218,BSAC,,813.6530
A,USD,STD,BANK,C,6020,2000-03-31,030222,ABCB,772.1530,75.5150
I,USD,STD,BANK,C,6020,2000-03-31,030229,CBIV,375.0590,35.1000
I,USD,STD,BANK,C,6020,2000-03-31,030328,COB,407.3950,36.5310
I,USD,STD,BANK,C,6020,2000-03-31,030342,RBKV,329.0640,16.3220
I,USD,STD,BANK,C,6020,2000-03-31,030445,CBMD,716.5440,60.2670
A,USD,STD,BANK,C,6020,2000-03-31,030452,BBD,,
A,USD,STD,BANK,C,6020,2000-03-31,030501,KB,67267.5430,3360.1610
A,USD,STD,BANK,C,6020,2000-03-31,030580,ITUB,31054.3320,3516.1710
A,USD,STD,BANK,C,6020,2000-03-31,030582,NBGGY,,
I,USD,STD,BANK,C,6020,2000-03-31,030640,METR,389.9370,20.9030
A,USD,STD,BANK,C,6020,2000-03-31,030647,PNBK,171.4620,13.2680
A,USD,STD,BANK,C,6020,2000-03-31,030679,3BWPSY,,
I,USD,STD,BANK,C,6020,2000-03-31,030685,OSKY,484.5130,49.7340
I,USD,STD,BANK,C,6020,2000-03-31,030888,LION.1,886.5530,55.4670
I,USD,STD,BANK,C,6020,2000-03-31,030912,BSB.1,,
I,USD,STD,BANK,C,6020,2000-03-31,031062,ALAB.1,1982.5950,141.2100
I,USD,STD,BANK,C,6020,2000-03-31,031135,SKCB,228.2660,16.4140
I,USD,STD,BANK,C,6020,2000-03-31,031136,SBGA,277.5960,22.9850
I,USD,STD,BANK,C,6020,2000-03-31,031254,FVNB,644.5620,60.5920
I,USD,STD,BANK,C,6020,2000-03-31,031267,SFBC.1,367.3400,32.2060
I,USD,STD,BANK,C,6020,2000-03-31,031270,BSXT,173.8900,15.7150
I,USD,STD,BANK,C,6020,2000-03-31,031335,BLCA.1,325.6490,25.9820
A,USD,STD,BANK,C,6020,2000-03-31,031368,HAFC,813.7330,71.2820
I,USD,STD,BANK,C,6020,2000-03-31,031433,3STYB,971.1590,118.4680
I,USD,STD,BANK,C,6020,2000-03-31,031593,FWVB,199.0170,16.2790
I,USD,STD,BANK,C,6020,2000-03-31,031604,INFN.2,327.1480,28.8380
I,USD,STD,BANK,C,6020,2000-03-31,031627,CBN.1,144.2330,15.2500
I,USD,STD,BANK,C,6020,2000-03-31,031692,MBFI,1357.4220,81.4490
I,USD,STD,BANK,C,6020,2000-03-31,031702,YCB,396.1030,41.7730
I,USD,STD,BANK,C,6020,2000-03-31,031703,GFED,328.0180,57.8710
I,USD,STD,BANK,C,6020,2000-03-31,031716,WEFP,205.4860,23.0540
I,USD,STD,BANK,C,6020,2000-03-31,031725,3FSTH.,180.6580,13.6050
I,USD,STD,BANK,C,6020,2000-03-31,031749,VIBC,1050.1870,59.5510
A,USD,STD,BANK,C,6020,2000-03-31,031764,BMRC,351.0950,29.9910
I,USD,STD,BANK,C,6020,2000-03-31,031778,AWBCQ,533.0400,60.9140
I,USD,STD,BANK,C,6020,2000-03-31,031894,BWCF,320.0470,30.2800
A,USD,STD,BANK,C,6020,2000-03-31,031895,BHB,467.9010,49.2310
I,USD,STD,BANK,C,6020,2000-03-31,060823,YANB,1220.9260,58.7170
I,USD,STD,BANK,C,6020,2000-03-31,060949,CFIC.,302.5760,34.1750
I,USD,STD,BANK,C,6020,2000-03-31,060983,AMRB,197.3290,17.4000
I,USD,STD,BANK,C,6020,2000-03-31,060984,HSBI,212.9050,12.1570
A,USD,STD,BANK,C,6020,2000-03-31,060990,BNCC,536.0480,23.1170
A,USD,STD,BANK,C,6020,2000-03-31,061019,HABC,472.4570,35.9730
A,USD,STD,BANK,C,6020,2000-03-31,061055,AUBN,401.3590,28.9170
A,USD,STD,BANK,C,6020,2000-03-31,061067,CIB,3889.0000,517.0000
I,USD,STD,BANK,C,6020,2000-03-31,061134,UBB,,
I,USD,STD,BANK,C,6020,2000-03-31,061206,CCBP,408.2170,35.1900
I,USD,STD,BANK,C,6020,2000-03-31,061229,MBHIQ,1331.8950,68.5470
I,USD,STD,BANK,C,6020,2000-03-31,061364,ALLE.1,783.9330,47.7870
I,USD,STD,BANK,C,6020,2000-03-31,061390,FIFG.1,113.6320,24.9960
A,USD,STD,BANK,C,6020,2000-03-31,061394,SRNN,97.9540,16.2170
I,USD,STD,BANK,C,6020,2000-03-31,061444,IMPCQ,1281.6220,126.3990
A,USD,STD,BANK,C,6020,2000-03-31,061452,BAP,7600.1200,747.3130
A,USD,STD,BANK,C,6020,2000-03-31,061487,BANR,1896.3510,180.8830
I,USD,STD,BANK,C,6020,2000-03-31,061518,IFIN.1,2639.4270,146.5180
A,USD,STD,BANK,C,6020,2000-03-31,061585,FFIC,1277.7070,119.2450
I,USD,STD,BANK,C,6020,2000-03-31,061604,AED.3,4992.3000,432.8000
I,USD,STD,BANK,C,6020,2000-03-31,061647,PBIX.1,1160.9430,50.2790
I,USD,STD,BANK,C,6020,2000-03-31,061677,3IFNC,2367.4250,154.8820
I,USD,STD,BANK,C,6020,2000-03-31,061679,GBBK.1,3197.6420,198.3500
I,USD,STD,BANK,C,6020,2000-03-31,061686,GSLC.1,273.1370,14.5330
I,USD,STD,BANK,C,6020,2000-03-31,061688,OAKF,612.7510,48.9840
I,USD,STD,BANK,C,6020,2000-03-31,061693,HTLF,1329.0630,87.8900
I,USD,STD,BANK,C,6020,2000-03-31,061697,DCBK,269.7170,22.5710
I,USD,STD,BANK,C,6020,2000-03-31,061786,CLAS.1,175.2540,18.9980
I,USD,STD,BANK,C,6020,2000-03-31,061791,AREA.1,2681.8960,271.1930
I,USD,STD,BANK,C,6020,2000-03-31,061816,IFCB,126.2410,15.3180
I,USD,STD,BANK,C,6020,2000-03-31,061832,CCOWQ,586.8850,45.2640
I,USD,STD,BANK,C,6020,2000-03-31,061866,CCBN,609.9020,54.2070
I,USD,STD,BANK,C,6020,2000-03-31,061885,CPBK,375.2660,31.1320
I,USD,STD,BANK,C,6020,2000-03-31,061999,AFIC,385.4730,43.4220
I,USD,STD,BANK,C,6020,2000-03-31,062013,BPLS,246.1860,15.8590
I,USD,STD,BANK,C,6020,2000-03-31,062018,COSO.1,279.2550,19.9910
A,USD,STD,BANK,C,6020,2000-03-31,062123,PBHC,212.8280,19.2640
I,USD,STD,BANK,C,6020,2000-03-31,062129,PSBI,262.1220,36.7600
I,USD,STD,BANK,C,6020,2000-03-31,062184,3SRCK,245.2060,26.2380
I,USD,STD,BANK,C,6020,2000-03-31,062224,MROE,,
A,USD,STD,BANK,C,6020,2000-03-31,062243,UNTY,409.7150,20.6740
A,USD,STD,BANK,C,6020,2000-03-31,062365,FNRN,367.7480,32.4920
I,USD,STD,BANK,C,6020,2000-03-31,062472,VCBI,300.9880,18.0380
I,USD,STD,BANK,C,6020,2000-03-31,062506,FCB.1,121.5380,17.7380
A,USD,STD,BANK,C,6020,2000-03-31,062527,AMFC,129.6320,10.9470
A,USD,STD,BANK,C,6020,2000-03-31,062575,FFDF,124.6930,16.1450
I,USD,STD,BANK,C,6020,2000-03-31,062642,CAPX.1,729.2300,75.4490
I,USD,STD,BANK,C,6020,2000-03-31,062646,CWBC.1,482.0440,36.3940
I,USD,STD,BANK,C,6020,2000-03-31,062654,SASR,1623.8630,110.5010
I,USD,STD,BANK,C,6020,2000-03-31,062766,HVB,,
I,USD,STD,BANK,C,6020,2000-03-31,062852,FTFN.,170.1700,15.4770
I,USD,STD,BANK,C,6020,2000-03-31,062895,PFBI,862.1070,51.9500
I,USD,STD,BANK,C,6020,2000-03-31,062972,BKYF,342.7780,29.6810
I,USD,STD,BANK,C,6020,2000-03-31,062976,SBKCQ,284.3520,28.0020
A,USD,STD,BANK,C,6020,2000-03-31,062979,SBSI,1012.4890,38.9580
A,USD,STD,BANK,C,6020,2000-03-31,063058,SBFG,642.7680,44.9680
I,USD,STD,BANK,C,6020,2000-03-31,063069,BBVAY,,
A,USD,STD,BANK,C,6020,2000-03-31,063135,DCOM,2458.4250,209.5830
A,USD,STD,BANK,C,6020,2000-03-31,063232,OCFC,1589.3510,159.2830
I,USD,STD,BANK,C,6020,2000-03-31,063238,CBNV,340.9610,22.9480
I,USD,STD,BANK,C,6020,2000-03-31,063244,PABK,663.6070,69.4070
I,USD,STD,BANK,C,6020,2000-03-31,063318,GFLS,584.3110,35.6090
A,USD,STD,BANK,C,6020,2000-03-31,063402,CHBH,348.4970,35.4410
I,USD,STD,BANK,C,6020,2000-03-31,063413,CIBN.,296.6030,23.6090
I,USD,STD,BANK,C,6020,2000-03-31,063435,MCB.1,210.1880,14.5450
I,USD,STD,BANK,C,6020,2000-03-31,063479,BARI,659.3440,48.1840
I,USD,STD,BANK,C,6020,2000-03-31,063486,MSBK,366.8100,27.8290
I,USD,STD,BANK,C,6020,2000-03-31,063511,PCBS,260.9890,20.3970
I,USD,STD,BANK,C,6020,2000-03-31,063518,RGFCQ,3121.8350,200.2290
I,USD,STD,BANK,C,6020,2000-03-31,063538,SNBC,2045.0140,96.0120
I,USD,STD,BANK,C,6020,2000-03-31,063543,SGB,229.7730,30.5610
I,USD,STD,BANK,C,6020,2000-03-31,063551,FMFC.1,1023.3860,90.1660
A,USD,STD,BANK,C,6020,2000-03-31,063590,BKRIY,65119.0000,3118.0000
I,USD,STD,BANK,C,6020,2000-03-31,063687,CFCB,703.3480,54.2940
I,USD,STD,BANK,C,6020,2000-03-31,063699,PREM.2,112.4740,9.7530
I,USD,STD,BANK,C,6020,2000-03-31,063722,HBEK,443.8900,42.6830
I,USD,STD,BANK,C,6020,2000-03-31,063730,CNBA,115.1440,20.3510
A,USD,STD,BANK,C,6020,2000-03-31,063781,WTFC,1771.8910,94.8350
I,USD,STD,BANK,C,6020,2000-03-31,063799,BKBK,219.2410,20.5970
I,USD,STD,BANK,C,6020,2000-03-31,063814,NOVB,318.5800,34.2050
I,USD,STD,BANK,C,6020,2000-03-31,063998,GLDB.1,2559.1630,165.7500
I,USD,STD,BANK,C,6020,2000-03-31,064011,SCB.1,242.3380,20.6000
I,USD,STD,BANK,C,6020,2000-03-31,064142,CCBD,191.4910,17.4260
I,USD,STD,BANK,C,6020,2000-03-31,064194,FMARQ,642.4740,21.6460
I,USD,STD,BANK,C,6020,2000-03-31,064205,BVB,204.6390,19.9820
I,USD,STD,BANK,C,6020,2000-03-31,064218,WIBC,333.3350,24.7810
A,USD,STD,BANK,C,6020,2000-03-31,064228,UBFO,,
I,USD,STD,BANK,C,6020,2000-03-31,064301,ABNK.1,2976.7430,199.3930
A,USD,STD,BANK,C,6020,2000-03-31,064547,SSB,903.0170,76.9400
I,USD,STD,BANK,C,6020,2000-03-31,064584,FSBK,529.8770,45.8630
I,USD,STD,BANK,C,6020,2000-03-31,064614,HABK,1735.3350,119.6860
I,USD,STD,BANK,C,6020,2000-03-31,064742,FNFN,462.3080,23.9270
I,USD,STD,BANK,C,6020,2000-03-31,064748,WSBA,343.5350,26.1950
A,USD,STD,BANK,C,6020,2000-03-31,064784,JFBC,263.9960,22.2370
A,USD,STD,BANK,C,6020,2000-03-31,064794,UCB,2174.6210,98.4560
I,USD,STD,BANK,C,6020,2000-03-31,064930,TIBB,403.2310,28.8380
I,USD,STD,BANK,C,6020,2000-03-31,064979,PPBI,506.4240,34.8160
I,USD,STD,BANK,C,6020,2000-03-31,065008,CFBC,396.3680,26.6030
A,USD,STD,BANK,C,6020,2000-03-31,065050,GLBZ,218.9860,15.3930
I,USD,STD,BANK,C,6020,2000-03-31,065069,MDST.,1370.1410,164.3840
I,USD,STD,BANK,C,6020,2000-03-31,065087,VCFC,426.0660,47.4910
A,USD,STD,BANK,C,6020,2000-03-31,065106,OZK,819.1060,45.0930
I,USD,STD,BANK,C,6020,2000-03-31,065133,CBKN,245.3580,31.2860
I,USD,STD,BANK,C,6020,2000-03-31,065176,EVBN,208.1580,18.2730
I,USD,STD,BANK,C,6020,2000-03-31,065214,3DCBF,454.5620,40.7390
A,USD,STD,BANK,C,6020,2000-03-31,065228,COLB,395.7750,37.6500
I,USD,STD,BANK,C,6020,2000-03-31,065231,WGNB,,
I,USD,STD,BANK,C,6020,2000-03-31,065266,FNBP.1,514.9410,48.7370
I,USD,STD,BANK,C,6020,2000-03-31,065426,SHBK,131.4410,13.9750
I,USD,STD,BANK,C,6020,2000-03-31,065456,FNCE,313.2420,56.9380
I,USD,STD,BANK,C,6020,2000-03-31,065467,FCCY,,
I,USD,STD,BANK,C,6020,2000-03-31,065483,STEL.1,476.1860,46.5690
I,USD,STD,BANK,C,6020,2000-03-31,065515,ANNB,132.4990,12.8300
I,USD,STD,BANK,C,6020,2000-03-31,065532,PCBK,284.7780,27.5500
A,USD,STD,BANK,C,6020,2000-03-31,065548,CAC,973.0380,79.5420
I,USD,STD,BANK,C,6020,2000-03-31,065581,BSAR,13013.0500,1261.2560
I,USD,STD,BANK,C,6020,2000-03-31,065610,MBRG,252.9700,22.5640
I,USD,STD,BANK,C,6020,2000-03-31,065657,SXNB,515.4340,30.0780
A,USD,STD,BANK,C,6020,2000-03-31,065689,MBWM,409.7390,28.3860
I,USD,STD,BANK,C,6020,2000-03-31,065713,CLBH,,
I,USD,STD,BANK,C,6020,2000-03-31,065777,BAYB,323.4370,26.8930
I,USD,STD,BANK,C,6020,2000-03-31,065884,SBBX,151.1090,9.1560
I,USD,STD,BANK,C,6020,2000-03-31,065895,LICB,273.2520,18.2610
A,USD,STD,BANK,C,6020,2000-03-31,065958,CFFI,322.1160,36.0900
I,USD,STD,BANK,C,6020,2000-03-31,065971,IBCA.1,367.1190,34.1850
I,USD,STD,BANK,C,6020,2000-03-31,066145,CNBD,216.1200,19.8610
I,USD,STD,BANK,C,6020,2000-03-31,066148,EVBS,391.8080,41.7930
A,USD,STD,BANK,C,6020,2000-03-31,066155,NWFL,315.4960,26.9930
I,USD,STD,BANK,C,6020,2000-03-31,066177,BKNW,216.3350,13.8860
I,USD,STD,BANK,C,6020,2000-03-31,066185,CBBO,387.2970,37.8890
A,USD,STD,BANK,C,6020,2000-03-31,066235,HOPE,452.9770,28.9020
I,USD,STD,BANK,C,6020,2000-03-31,066272,MYST,246.3360,29.7720
A,USD,STD,BANK,C,6020,2000-03-31,066285,HFWA,530.9570,91.8000
A,USD,STD,BANK,C,6020,2000-03-31,066288,MPB,289.7140,26.4350
I,USD,STD,BANK,C,6020,2000-03-31,066313,OPOF,458.8040,41.6580
I,USD,STD,BANK,C,6020,2000-03-31,066484,ECBE,242.4850,22.2170
A,USD,STD,BANK,C,6020,2000-03-31,066503,CTBK,522.7380,99.3630
A,USD,STD,BANK,C,6020,2000-03-31,066504,CBAN,458.0320,36.0950
A,USD,STD,BANK,C,6020,2000-03-31,066597,FUSB,479.4520,62.2960
I,USD,STD,BANK,C,6020,2000-03-31,066648,CWLZ,219.0160,30.9700
I,USD,STD,BANK,C,6020,2000-03-31,066672,CAVB,364.5270,39.8100
A,USD,STD,BANK,C,6020,2000-03-31,105538,BSRR,480.5440,37.4350
I,USD,STD,BANK,C,6020,2000-03-31,105670,BRKL,914.4510,271.7670
I,USD,STD,BANK,C,6020,2000-03-31,105698,CNBB.,373.4830,43.3060
I,USD,STD,BANK,C,6020,2000-03-31,105943,ELBI,1368.1610,118.6420
I,USD,STD,BANK,C,6020,2000-03-31,105951,CBNJ.,139.6300,18.3600
I,USD,STD,BANK,C,6020,2000-03-31,106073,CSNT,168.1290,14.6230
I,USD,STD,BANK,C,6020,2000-03-31,106404,FBSS,229.4500,21.7060
I,USD,STD,BANK,C,6020,2000-03-31,106760,GWBK.1,428.3190,31.1820
I,USD,STD,BANK,C,6020,2000-03-31,106770,HFBA,201.8980,18.3090
I,USD,STD,BANK,C,6020,2000-03-31,106807,3HRTB,122.5280,11.8380
I,USD,STD,BANK,C,6020,2000-03-31,106820,HBVA,64.4210,8.5680
I,USD,STD,BANK,C,6020,2000-03-31,107325,MCBC,392.7090,35.0020
I,USD,STD,BANK,C,6020,2000-03-31,107488,MBFC,,
I,USD,STD,BANK,C,6020,2000-03-31,107643,NWYF,474.6180,39.5180
A,USD,STD,BANK,C,6020,2000-03-31,107817,PGC,515.1870,48.7870
I,USD,STD,BANK,C,6020,2000-03-31,108306,SCMF,,
I,USD,STD,BANK,C,6020,2000-03-31,108449,TAYC,,
A,USD,STD,BANK,C,6020,2000-03-31,108664,UBOH,237.7330,17.2530
I,USD,STD,BANK,C,6020,2000-03-31,108707,VABT,204.9730,15.1920
I,USD,STD,BANK,C,6020,2000-03-31,109318,DEAR,157.0460,27.0520
I,USD,STD,BANK,C,6020,2000-03-31,109584,FTBK,1382.9450,151.0180
A,USD,STD,BANK,C,6020,2000-03-31,109599,HTBK,505.6050,45.5480
I,USD,STD,BANK,C,6020,2000-03-31,109621,LBAI,840.1790,73.3290
I,USD,STD,BANK,C,6020,2000-03-31,109683,FNFG,1778.4690,229.9470
I,USD,STD,BANK,C,6020,2000-03-31,109825,LFIN.1,2324.7170,131.2300
I,USD,STD,BANK,C,6020,2000-03-31,110161,FWBN,64.6860,13.8520
I,USD,STD,BANK,C,6020,2000-03-31,110399,FBMT,182.7630,12.7940
I,USD,STD,BANK,C,6020,2000-03-31,110488,SVBF,222.7800,15.6380
I,USD,STD,BANK,C,6020,2000-03-31,110681,GLBK,119.8990,25.8090
I,USD,STD,BANK,C,6020,2000-03-31,110683,GNTY.1,385.4110,28.7270
I,USD,STD,BANK,C,6020,2000-03-31,110771,PNTE,228.4280,24.6950
A,USD,STD,BANK,C,6020,2000-03-31,111179,HWBK,544.1810,56.8400
I,USD,STD,BANK,C,6020,2000-03-31,111459,FNHM,,
A,USD,STD,BANK,C,6020,2000-03-31,111537,UNB,292.1050,32.4540
A,USD,STD,BANK,C,6020,2000-03-31,111721,EGBN,125.5450,13.8020
I,USD,STD,BANK,C,6020,2000-03-31,111779,COBZ,511.9260,41.6580
A,USD,STD,BANK,C,6020,2000-03-31,111940,FNLC,354.3450,29.5750
I,USD,STD,BANK,C,6020,2000-03-31,111976,WBCO,296.9970,30.0900
I,USD,STD,BANK,C,6020,2000-03-31,112007,GRNB.1,737.2080,62.4090
I,USD,STD,BANK,C,6020,2000-03-31,112101,SOMH,,
A,USD,STD,BANK,C,6020,2000-03-31,112254,PFBX,567.2950,78.9330
A,USD,STD,BANK,C,6020,2000-03-31,112295,FCCO,101.3030,14.2080
I,USD,STD,BANK,C,6020,2000-03-31,112362,BCSB,314.7150,43.7110
I,USD,STD,BANK,C,6020,2000-03-31,112593,3FULB,131.2900,13.0250
I,USD,STD,BANK,C,6020,2000-03-31,112618,SBP.1,7926.5230,
I,USD,STD,BANK,C,6020,2000-03-31,112626,CFNL,115.9250,29.7300
A,USD,STD,BANK,C,6020,2000-03-31,112721,RBCAA,1409.8590,105.9990
I,USD,STD,BANK,C,6020,2000-03-31,112965,FLBK.,272.9730,38.2720
I,USD,STD,BANK,C,6020,2000-03-31,113093,SAL,224.0050,20.2170
I,USD,STD,BANK,C,6020,2000-03-31,113299,GBTB,318.4130,21.7720
I,USD,STD,BANK,C,6020,2000-03-31,113367,MERB,219.6250,21.3150
I,USD,STD,BANK,C,6020,2000-03-31,113832,BKFR,840.4590,86.6780
I,USD,STD,BANK,C,6020,2000-03-31,114648,AAAB.,169.9260,19.7890
I,USD,STD,BANK,C,6020,2000-03-31,114880,MFNC,603.3420,42.4110
I,USD,STD,BANK,C,6020,2000-03-31,115082,GECR,68.1730,10.7110
I,USD,STD,BANK,C,6020,2000-03-31,115566,UCBHQ,2314.5490,115.1600
I,USD,STD,BANK,C,6020,2000-03-31,115814,TXUI,,
A,USD,STD,BANK,C,6020,2000-03-31,115876,PB,598.4550,43.7580
I,USD,STD,BANK,C,6020,2000-03-31,116586,SUPR,848.3620,69.6990
I,USD,STD,BANK,C,6020,2000-03-31,116615,VAIL,474.3080,59.8210
I,USD,STD,BANK,C,6020,2000-03-31,116680,UFHI,223.4740,17.3080
I,USD,STD,BANK,C,6020,2000-03-31,116791,MCBI.1,679.3120,53.4820
I,USD,STD,BANK,C,6020,2000-03-31,116831,LCCO,416.6280,32.8910
I,USD,STD,BANK,C,6020,2000-03-31,116894,CSHB,93.3610,8.2190
A,USD,STD,BANK,C,6020,2000-03-31,117018,CFBK,137.4760,18.4950
I,USD,STD,BANK,C,6020,2000-03-31,117028,MDBS.,,
A,USD,STD,BANK,C,6020,2000-03-31,117034,FCAP,226.2380,29.1480
A,USD,STD,BANK,C,6020,2000-03-31,117141,EFSC,500.3550,33.6030
I,USD,STD,BANK,C,6020,2000-03-31,117161,STL,844.1930,86.3260
I,USD,STD,BANK,C,6020,2000-03-31,117868,TOFC,141.2950,21.1650
A,USD,STD,BANK,C,6020,2000-03-31,118042,EWBC,2318.4030,156.4990
A,USD,STD,BANK,C,6020,2000-03-31,119014,ALBY,44.6700,8.5240
I,USD,STD,BANK,C,6020,2000-03-31,119295,GBTS,72.4630,8.9430
A,USD,STD,BANK,C,6020,2000-03-31,119436,FBPI,127.1510,35.0030
I,USD,STD,BANK,C,6020,2000-03-31,119813,ACBA.1,,
I,USD,STD,BANK,C,6020,2000-03-31,119974,FSBC.1,345.5750,73.5390
I,USD,STD,BANK,C,6020,2000-03-31,120193,BERK,201.2830,81.6680
I,USD,STD,BANK,C,6020,2000-03-31,120354,FBK.1,113.9000,7.4690
I,USD,STD,BANK,C,6020,2000-03-31,120815,EPEN,,
I,USD,STD,BANK,C,6020,2000-03-31,121199,CADE.2,952.6520,112.9810
I,USD,STD,BANK,C,6020,2000-03-31,121381,PMBC,119.1610,15.7730
I,USD,STD,BANK,C,6020,2000-03-31,121562,TFINQ,536.9130,35.9730
A,USD,STD,BANK,C,6020,2000-03-31,121713,FISI,1144.8630,101.2840
I,USD,STD,BANK,C,6020,2000-03-31,121816,PVTB,656.9810,48.4980
I,USD,STD,BANK,C,6020,2000-03-31,121818,SCBL,351.9220,50.0870
I,USD,STD,BANK,C,6020,2000-03-31,123495,ATBC,61.3640,5.2930
I,USD,STD,BANK,C,6020,2000-03-31,123720,JAXB,24.0540,7.9820
I,USD,STD,BANK,C,6020,2000-03-31,125034,PCCI.1,632.1550,25.5040
A,USD,STD,BANK,C,6020,2000-03-31,125234,CIZN,375.2790,38.6870
A,USD,STD,BANK,C,6020,2000-03-31,125580,SFST,27.7460,9.8330
I,USD,STD,BANK,C,6020,2000-03-31,126140,PFI.2,170.3090,21.1690
I,USD,STD,BANK,C,6020,2000-03-31,127797,MFSF,547.3950,97.8120
I,USD,STD,BANK,C,6020,2000-03-31,127799,PPA.2,336.6090,12.7760
I,USD,STD,BANK,C,6020,2000-03-31,132498,SBMC,1340.1060,220.0080
I,USD,STD,BANK,C,6020,2000-03-31,133644,3MSTI,1032.1320,116.6150
I,USD,STD,BANK,C,6020,2000-03-31,133685,TRBC.2,1009.1030,55.3340
A,USD,STD,BANK,C,6020,2000-03-31,136265,BANC,,
I,USD,STD,BANK,C,6020,2000-03-31,137351,BHLB,875.4530,
I,USD,STD,BANK,C,6020,2000-03-31,138128,PUBB,,
I,USD,STD,BANK,C,6020,2000-03-31,142088,CSFL,,
A,USD,STD,BANK,C,6020,2000-03-31,143153,SHBI,194.3160,22.7730
I,USD,STD,BANK,C,6020,2000-03-31,143910,BBNK,,
A,USD,STD,BANK,C,6020,2000-03-31,144535,HDB,2752.8150,200.6260
I,USD,STD,BANK,C,6020,2000-03-31,146602,3CLOV,,
A,USD,STD,BANK,C,6020,2000-03-31,147220,MBVA,,
I,USD,STD,BANK,C,6020,2000-03-31,147948,CFHZ,31.1620,11.0800
I,USD,STD,BANK,C,6020,2000-03-31,149618,BANC.3,,
A,USD,STD,BANK,C,6020,2000-03-31,150306,TCBI,,
I,USD,STD,BANK,C,6020,2000-03-31,150478,OCNB.1,,
I,USD,STD,BANK,C,6020,2000-03-31,151078,BOFLQ,,
I,USD,STD,BANK,C,6020,2000-03-31,151606,OLCB,0.2350,-0.2280
I,USD,STD,BANK,C,6020,2000-03-31,205774,HCB,,
I,USD,STD,BANK,C,6020,2000-03-31,219806,IBN.1,2989.1360,260.9900
A,USD,STD,BANK,C,6020,2000-03-31,223148,IBN,17885.0860,1624.4670
A,USD,STD,BANK,C,6020,2000-03-31,241366,BCH,9867.3020,620.4440
I,USD,STD,BANK,C,6020,2000-04-30,016926,MFLR,155.1070,10.3960
I,USD,STD,BANK,C,6020,2000-06-30,001619,ASO.1,42584.0320,2820.9510
I,USD,STD,BANK,C,6020,2000-06-30,001998,ONE.1,272709.0000,18630.0000
A,USD,STD,BANK,C,6020,2000-06-30,002002,BPOP,26451.2460,1636.8900
A,USD,STD,BANK,C,6020,2000-06-30,002005,BOH,14294.6250,1209.3990
I,USD,STD,BANK,C,6020,2000-06-30,002007,FBA,1074.1570,77.4840
A,USD,STD,BANK,C,6020,2000-06-30,002019,BK,76661.0000,5506.0000
A,USD,STD,BANK,C,6020,2000-06-30,002620,0176A,33895.0370,3138.6900
I,USD,STD,BANK,C,6020,2000-06-30,002731,PVN,17241.9690,1581.9250
I,USD,STD,BANK,C,6020,2000-06-30,002849,BBVA1,18937.4920,1325.0400
A,USD,STD,BANK,C,6020,2000-06-30,002968,JPM,396045.0000,24056.0000
I,USD,STD,BANK,C,6020,2000-06-30,003066,3614B,423820.0000,30003.0000
I,USD,STD,BANK,C,6020,2000-06-30,003071,CRBC,8145.8930,652.4330
I,USD,STD,BANK,C,6020,2000-06-30,003082,CYN.1,8676.7680,672.0220
A,USD,STD,BANK,C,6020,2000-06-30,003231,CMA,41065.4780,3444.2840
A,USD,STD,BANK,C,6020,2000-06-30,003238,CBSH,11228.9630,1095.5350
A,USD,STD,BANK,C,6020,2000-06-30,003643,CFR,7327.9300,524.5700
A,USD,STD,BANK,C,6020,2000-06-30,004640,FITB,44723.9320,4324.9490
