costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,dlcq,dlttq
I,USD,STD,BANK,C,6020,2004-12-31,014275,FRCB,571.5000,560.2700
A,USD,STD,BANK,C,6020,2004-12-31,014802,NABZY,,
A,USD,STD,BANK,C,6020,2004-12-31,015181,BBVA,38086.5490,61398.4460
I,USD,STD,BANK,C,6020,2004-12-31,015197,CHFC,225.0660,161.7640
A,USD,STD,BANK,C,6020,2004-12-31,015199,SRCE,299.8960,76.7520
I,USD,STD,BANK,C,6020,2004-12-31,015202,NFB,10949.1750,5150.1700
A,USD,STD,BANK,C,6020,2004-12-31,015362,WEBNF,,
I,USD,STD,BANK,C,6020,2004-12-31,015363,TCF,2277.6820,826.9210
I,USD,STD,BANK,C,6020,2004-12-31,015504,ABNYY,0.0000,103499.3640
A,USD,STD,BANK,C,6020,2004-12-31,015505,AIBGY,35085.0810,9142.2120
A,USD,STD,BANK,C,6020,2004-12-31,015509,HSBC,155403.0000,138014.0000
A,USD,STD,BANK,C,6020,2004-12-31,015532,BNPQY,,33136.9630
I,USD,STD,BANK,C,6020,2004-12-31,015537,HVMGY,5369.1710,167938.8900
A,USD,STD,BANK,C,6020,2004-12-31,015552,DNKEY,8183.6440,225037.3730
A,USD,STD,BANK,C,6020,2004-12-31,015576,DB,190130.3800,124330.2840
A,USD,STD,BANK,C,6020,2004-12-31,015634,NWG,95305.6720,56682.9440
A,USD,STD,BANK,C,6020,2004-12-31,015679,UOVEY,567.0480,3777.1500
A,USD,STD,BANK,C,6020,2004-12-31,015743,DBSDY,0.0000,8515.8400
A,USD,STD,BANK,C,6020,2004-12-31,015784,SCGLY,82684.6890,151231.6440
A,USD,STD,BANK,C,6020,2004-12-31,015889,ANZGY,,
A,USD,STD,BANK,C,6020,2004-12-31,015929,LYG,41379.8520,30410.7520
I,USD,STD,BANK,C,6020,2004-12-31,016245,PBCT,340.8000,121.8000
A,USD,STD,BANK,C,6020,2004-12-31,016305,AGRPY,,
I,USD,STD,BANK,C,6020,2004-12-31,016643,AMFIQ,605.8800,148.2960
A,USD,STD,BANK,C,6020,2004-12-31,016668,AROW,118.9760,95.0000
I,USD,STD,BANK,C,6020,2004-12-31,016679,GRAN.1,71.7480,63.5860
I,USD,STD,BANK,C,6020,2004-12-31,016686,BVC.1,0.0000,300.6500
A,USD,STD,BANK,C,6020,2004-12-31,016689,NBN,81.6500,55.5670
I,USD,STD,BANK,C,6020,2004-12-31,016698,BMTC,0.0000,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,016705,CPF,88.9000,587.3800
I,USD,STD,BANK,C,6020,2004-12-31,016748,CNBKA,38.6500,280.6280
I,USD,STD,BANK,C,6020,2004-12-31,016769,CHZ,178.6630,177.8080
A,USD,STD,BANK,C,6020,2004-12-31,016777,FBNC,41.0000,51.2390
I,USD,STD,BANK,C,6020,2004-12-31,016778,FCTR.1,250.3140,1199.4220
A,USD,STD,BANK,C,6020,2004-12-31,016781,CHCO,145.1830,148.8360
I,USD,STD,BANK,C,6020,2004-12-31,016784,CBH.1,661.1950,200.0000
I,USD,STD,BANK,C,6020,2004-12-31,016785,CEBK,0.1460,153.0770
A,USD,STD,BANK,C,6020,2004-12-31,016790,CBU,649.2740,271.2370
I,USD,STD,BANK,C,6020,2004-12-31,016791,CMTY,89.3590,393.3470
A,USD,STD,BANK,C,6020,2004-12-31,016821,FBP,5340.3610,960.2130
A,USD,STD,BANK,C,6020,2004-12-31,016829,PCLB,0.2050,5.4680
A,USD,STD,BANK,C,6020,2004-12-31,016832,GBCI,556.3800,423.7680
I,USD,STD,BANK,C,6020,2004-12-31,016836,FFCH,112.5660,630.3920
I,USD,STD,BANK,C,6020,2004-12-31,016837,CVAL,15.9400,160.6280
I,USD,STD,BANK,C,6020,2004-12-31,016843,FINB,234.8580,88.5060
A,USD,STD,BANK,C,6020,2004-12-31,016845,FRME,161.4290,279.4620
I,USD,STD,BANK,C,6020,2004-12-31,016853,FOBB,67.7850,150.4230
I,USD,STD,BANK,C,6020,2004-12-31,016872,FOOT,0.0000,8.2480
I,USD,STD,BANK,C,6020,2004-12-31,016885,HRZB,120.8800,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,016889,INDB,391.8630,263.2980
A,USD,STD,BANK,C,6020,2004-12-31,016890,IBCP,287.3620,299.7730
I,USD,STD,BANK,C,6020,2004-12-31,016896,IFCJ,29.0010,30.0000
I,USD,STD,BANK,C,6020,2004-12-31,016910,NBBC,48.5360,48.0000
I,USD,STD,BANK,C,6020,2004-12-31,016929,MBVT,84.2400,43.5100
I,USD,STD,BANK,C,6020,2004-12-31,016956,HNBC,189.6580,298.5240
A,USD,STD,BANK,C,6020,2004-12-31,016981,OFG,2337.8260,387.1660
A,USD,STD,BANK,C,6020,2004-12-31,016989,PEBK,7.0000,67.6170
I,USD,STD,BANK,C,6020,2004-12-31,016991,BNK.3,3797.8230,2192.8820
I,USD,STD,BANK,C,6020,2004-12-31,017016,FLAG.1,2.2950,43.7330
I,USD,STD,BANK,C,6020,2004-12-31,017030,PBKS,1265.8010,857.9250
I,USD,STD,BANK,C,6020,2004-12-31,017069,FCAL.1,25.9000,15.4640
I,USD,STD,BANK,C,6020,2004-12-31,017070,NPBC,527.2370,343.8030
A,USD,STD,BANK,C,6020,2004-12-31,017095,ONB,542.4350,1117.5790
A,USD,STD,BANK,C,6020,2004-12-31,017106,PEBO,169.1370,376.8850
I,USD,STD,BANK,C,6020,2004-12-31,017120,MNSH,9.8200,196.2100
A,USD,STD,BANK,C,6020,2004-12-31,017130,STD2,,14556.7890
I,USD,STD,BANK,C,6020,2004-12-31,017136,SCNB,25.3000,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,017142,RBNC.1,753.3000,1440.8780
A,USD,STD,BANK,C,6020,2004-12-31,017145,WAFD,37.4760,1600.0000
A,USD,STD,BANK,C,6020,2004-12-31,017150,WBS,3035.8510,1662.9820
A,USD,STD,BANK,C,6020,2004-12-31,017151,WSBC,298.2000,573.8980
I,USD,STD,BANK,C,6020,2004-12-31,017157,WHCI,6722.9450,208.4400
I,USD,STD,BANK,C,6020,2004-12-31,017160,CORSQ,0.0000,262.0890
I,USD,STD,BANK,C,6020,2004-12-31,017168,RBPAA,17.5000,230.2740
A,USD,STD,BANK,C,6020,2004-12-31,017173,ACNB,121.9660,75.0000
A,USD,STD,BANK,C,6020,2004-12-31,017184,SBCF,86.9190,39.9120
A,USD,STD,BANK,C,6020,2004-12-31,017195,FFBC,152.1440,374.7860
I,USD,STD,BANK,C,6020,2004-12-31,017208,AANB,3.5810,6.2130
I,USD,STD,BANK,C,6020,2004-12-31,017233,SUSQ,710.8680,684.4970
A,USD,STD,BANK,C,6020,2004-12-31,017240,TMP,168.4840,48.5340
A,USD,STD,BANK,C,6020,2004-12-31,017248,UBSI,906.9580,533.7550
I,USD,STD,BANK,C,6020,2004-12-31,017255,UBMT,28.9980,26.3870
A,USD,STD,BANK,C,6020,2004-12-31,017269,ASRV,151.9350,117.2340
I,USD,STD,BANK,C,6020,2004-12-31,017318,WAIN,100.8600,68.1720
I,USD,STD,BANK,C,6020,2004-12-31,017367,AMNB,42.8950,17.3880
I,USD,STD,BANK,C,6020,2004-12-31,017388,BYLK,76.2840,41.2920
I,USD,STD,BANK,C,6020,2004-12-31,017438,BDGE,26.7000,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,017461,BRBW,0.2790,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,017534,CCNE,2.0000,50.3100
I,USD,STD,BANK,C,6020,2004-12-31,017640,TSFG,1627.0110,2972.2700
A,USD,STD,BANK,C,6020,2004-12-31,017641,BKSC,0.0000,1.4620
I,USD,STD,BANK,C,6020,2004-12-31,017678,3CNBI.,34.3910,14.1520
I,USD,STD,BANK,C,6020,2004-12-31,017694,CRRB.1,10.1840,46.9850
I,USD,STD,BANK,C,6020,2004-12-31,017715,CVLY,18.8800,20.6130
A,USD,STD,BANK,C,6020,2004-12-31,017724,CNOB,101.3570,130.4650
I,USD,STD,BANK,C,6020,2004-12-31,017762,CBCRQ,172.5340,100.8450
I,USD,STD,BANK,C,6020,2004-12-31,017780,WCBO,61.7820,91.5000
A,USD,STD,BANK,C,6020,2004-12-31,017795,CNAF,7.9500,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,017908,ALNC,101.8540,90.3100
I,USD,STD,BANK,C,6020,2004-12-31,017919,CWBS,44.1400,10.6790
A,USD,STD,BANK,C,6020,2004-12-31,018008,ENBP,10.4000,49.0000
A,USD,STD,BANK,C,6020,2004-12-31,018037,CZNC,89.8440,215.1610
A,USD,STD,BANK,C,6020,2004-12-31,018040,FRBKQ,86.0900,6.1860
A,USD,STD,BANK,C,6020,2004-12-31,018049,FNB,243.2460,788.0690
I,USD,STD,BANK,C,6020,2004-12-31,018051,FNBF,41.5340,25.0000
I,USD,STD,BANK,C,6020,2004-12-31,018110,FFKT,61.5490,53.1580
A,USD,STD,BANK,C,6020,2004-12-31,018241,FCF,955.4230,830.6250
A,USD,STD,BANK,C,6020,2004-12-31,018276,THFF,100.7500,337.2630
A,USD,STD,BANK,C,6020,2004-12-31,018301,FKYS,24.8870,57.5350
I,USD,STD,BANK,C,6020,2004-12-31,018307,FLIC,49.6540,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,018329,BUSE,87.7980,170.3840
I,USD,STD,BANK,C,6020,2004-12-31,018332,FCBN,164.5470,125.3610
A,USD,STD,BANK,C,6020,2004-12-31,018358,FUNC,110.2330,175.4140
I,USD,STD,BANK,C,6020,2004-12-31,018361,FCEC,5.5670,76.3620
A,USD,STD,BANK,C,6020,2004-12-31,018385,FRAF,55.3430,48.0240
I,USD,STD,BANK,C,6020,2004-12-31,018439,FRGBQ,0.0000,218.4870
A,USD,STD,BANK,C,6020,2004-12-31,018533,HBNC,82.2810,162.3870
A,USD,STD,BANK,C,6020,2004-12-31,018732,LKFN,195.6500,30.9740
I,USD,STD,BANK,C,6020,2004-12-31,018928,IRWNQ,237.2770,817.6490
A,USD,STD,BANK,C,6020,2004-12-31,018946,MFBP,0.0290,16.7730
I,USD,STD,BANK,C,6020,2004-12-31,019024,IBNKQ,175.7830,456.5090
I,USD,STD,BANK,C,6020,2004-12-31,019049,BTFG,23.2680,50.0000
A,USD,STD,BANK,C,6020,2004-12-31,019094,NBTB,403.8230,348.2430
A,USD,STD,BANK,C,6020,2004-12-31,019137,OVBC,66.8540,62.9490
A,USD,STD,BANK,C,6020,2004-12-31,019150,OSBC,121.0280,34.3250
I,USD,STD,BANK,C,6020,2004-12-31,019156,OMEF,90.2590,158.9610
I,USD,STD,BANK,C,6020,2004-12-31,019158,PRFS.1,125.4590,102.0000
I,USD,STD,BANK,C,6020,2004-12-31,019159,PWOD,37.8750,74.4780
I,USD,STD,BANK,C,6020,2004-12-31,019207,NREB,165.0000,26.9120
A,USD,STD,BANK,C,6020,2004-12-31,019262,CTBI,133.2480,181.2870
A,USD,STD,BANK,C,6020,2004-12-31,019318,PRK,300.5310,773.4930
A,USD,STD,BANK,C,6020,2004-12-31,019355,SFNC,118.9950,82.8260
I,USD,STD,BANK,C,6020,2004-12-31,019361,SMTB,36.0000,74.5000
I,USD,STD,BANK,C,6020,2004-12-31,019415,SBIT.1,85.7220,32.3720
A,USD,STD,BANK,C,6020,2004-12-31,019428,GSBC,289.6420,111.4490
I,USD,STD,BANK,C,6020,2004-12-31,019508,STBC,32.0000,20.8860
I,USD,STD,BANK,C,6020,2004-12-31,019537,SLFI,98.7680,305.2050
A,USD,STD,BANK,C,6020,2004-12-31,019570,STBA,323.5260,86.1830
I,USD,STD,BANK,C,6020,2004-12-31,019658,TOBC,0.0000,34.9320
A,USD,STD,BANK,C,6020,2004-12-31,019713,AUB,70.2090,112.7960
A,USD,STD,BANK,C,6020,2004-12-31,019817,UVSP,123.4420,88.9180
A,USD,STD,BANK,C,6020,2004-12-31,019873,WASH,222.1370,454.0280
I,USD,STD,BANK,C,6020,2004-12-31,019891,WBKC.1,41.7740,73.1060
I,USD,STD,BANK,C,6020,2004-12-31,019907,GIW.1,59.1230,43.8150
A,USD,STD,BANK,C,6020,2004-12-31,020019,CVBF,356.0000,918.9290
A,USD,STD,BANK,C,6020,2004-12-31,020109,CCBG,98.3270,97.0680
I,USD,STD,BANK,C,6020,2004-12-31,020297,LNBB,59.8090,41.1060
I,USD,STD,BANK,C,6020,2004-12-31,021159,SUMM.,5.2500,44.8840
I,USD,STD,BANK,C,6020,2004-12-31,021166,AMPB,,
I,USD,STD,BANK,C,6020,2004-12-31,021374,SAVB,35.0690,31.1470
A,USD,STD,BANK,C,6020,2004-12-31,021382,STD1,0.0000,53745.7160
A,USD,STD,BANK,C,6020,2004-12-31,021423,UNIB,2.4500,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,021521,CZFS,17.9490,17.0260
A,USD,STD,BANK,C,6020,2004-12-31,021593,CIVB,13.0150,65.3070
I,USD,STD,BANK,C,6020,2004-12-31,021595,VIST.1,101.8920,61.6500
A,USD,STD,BANK,C,6020,2004-12-31,022086,IBOC,1746.2820,779.1180
I,USD,STD,BANK,C,6020,2004-12-31,022122,UBH,27.3230,659.5670
I,USD,STD,BANK,C,6020,2004-12-31,022216,NBOH,3.8880,17.7910
A,USD,STD,BANK,C,6020,2004-12-31,022717,SYBT,84.4600,40.7990
I,USD,STD,BANK,C,6020,2004-12-31,022751,SFSW,175.4240,95.3900
I,USD,STD,BANK,C,6020,2004-12-31,023025,ESFYY,4852.9670,18988.9400
I,USD,STD,BANK,C,6020,2004-12-31,023107,FBMI,52.3020,68.5380
I,USD,STD,BANK,C,6020,2004-12-31,023111,MSFG,106.2900,80.8640
A,USD,STD,BANK,C,6020,2004-12-31,023357,QNBC,15.3740,53.0000
A,USD,STD,BANK,C,6020,2004-12-31,023450,NRIM,2.5000,11.9780
A,USD,STD,BANK,C,6020,2004-12-31,023500,CATY,636.0000,71.0320
I,USD,STD,BANK,C,6020,2004-12-31,023544,BLMT.,2.2330,34.5350
I,USD,STD,BANK,C,6020,2004-12-31,023553,PCBC.3,413.0410,589.1220
I,USD,STD,BANK,C,6020,2004-12-31,023592,KRB,3663.2400,9864.0740
I,USD,STD,BANK,C,6020,2004-12-31,024148,VNBCQ,162.0000,91.1390
A,USD,STD,BANK,C,6020,2004-12-31,024232,HWC,196.2780,50.2730
I,USD,STD,BANK,C,6020,2004-12-31,024278,NSFC,74.7640,6.5000
I,USD,STD,BANK,C,6020,2004-12-31,024414,COOPQ,32.3430,53.0830
A,USD,STD,BANK,C,6020,2004-12-31,024447,BOKF,,2722.1010
I,USD,STD,BANK,C,6020,2004-12-31,024466,IBKC,237.8530,204.6890
I,USD,STD,BANK,C,6020,2004-12-31,024500,REBC,57.4190,20.0000
I,USD,STD,BANK,C,6020,2004-12-31,024589,IMI.2,,63064.0650
I,USD,STD,BANK,C,6020,2004-12-31,025140,HFFC,0.0000,129.0900
A,USD,STD,BANK,C,6020,2004-12-31,025173,RNST,103.4290,88.1180
A,USD,STD,BANK,C,6020,2004-12-31,025236,PNBC,17.8700,7.6650
I,USD,STD,BANK,C,6020,2004-12-31,025376,COLB.1,0.0000,93.4460
A,USD,STD,BANK,C,6020,2004-12-31,025481,NKSH,0.0000,0.2970
A,USD,STD,BANK,C,6020,2004-12-31,025714,SHG,15883.9550,17938.0940
I,USD,STD,BANK,C,6020,2004-12-31,025719,CASB,97.9020,166.4540
A,USD,STD,BANK,C,6020,2004-12-31,025751,BLX,704.7180,403.6210
I,USD,STD,BANK,C,6020,2004-12-31,025860,SBIB,420.5750,129.6370
A,USD,STD,BANK,C,6020,2004-12-31,026071,FCBC,143.2810,130.9310
I,USD,STD,BANK,C,6020,2004-12-31,026077,TRUE.,30.9100,38.7510
A,USD,STD,BANK,C,6020,2004-12-31,027886,UBCP,50.4320,12.4400
A,USD,STD,BANK,C,6020,2004-12-31,028022,BANF,31.2660,56.0600
I,USD,STD,BANK,C,6020,2004-12-31,028135,CVBK,5.4970,31.0000
I,USD,STD,BANK,C,6020,2004-12-31,028152,MSL,12.4120,15.4650
A,USD,STD,BANK,C,6020,2004-12-31,028155,TCBK,46.4000,69.3900
I,USD,STD,BANK,C,6020,2004-12-31,028185,PBTC,0.0000,48.3130
I,USD,STD,BANK,C,6020,2004-12-31,028200,UNIZ,136.3370,258.0360
I,USD,STD,BANK,C,6020,2004-12-31,028215,3MMBI,88.9770,129.7930
A,USD,STD,BANK,C,6020,2004-12-31,028278,GABC,58.0080,37.6060
I,USD,STD,BANK,C,6020,2004-12-31,028342,SKYF.,1537.4120,1428.7890
I,USD,STD,BANK,C,6020,2004-12-31,028620,PFC,49.9810,143.0360
I,USD,STD,BANK,C,6020,2004-12-31,028833,CLDB,2.6750,45.2140
A,USD,STD,BANK,C,6020,2004-12-31,028866,CASH,29.7730,239.6100
A,USD,STD,BANK,C,6020,2004-12-31,028967,QCRH,112.2710,111.1420
I,USD,STD,BANK,C,6020,2004-12-31,028970,CLBK.1,67.6610,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,029061,RVSB,0.0000,40.0000
A,USD,STD,BANK,C,6020,2004-12-31,029101,FFIN,35.6920,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,029112,FSNMQ,210.7290,51.5070
I,USD,STD,BANK,C,6020,2004-12-31,029211,BPFH,102.0500,372.1210
A,USD,STD,BANK,C,6020,2004-12-31,029286,BBAR,0.0000,128.1880
I,USD,STD,BANK,C,6020,2004-12-31,029340,FFDB,14.4940,23.0000
I,USD,STD,BANK,C,6020,2004-12-31,029446,OKSB,60.0060,212.2390
A,USD,STD,BANK,C,6020,2004-12-31,029466,FBSI,0.0550,28.7700
I,USD,STD,BANK,C,6020,2004-12-31,029613,CACB,10.8330,45.7000
A,USD,STD,BANK,C,6020,2004-12-31,029855,FMNB,80.7170,33.5060
I,USD,STD,BANK,C,6020,2004-12-31,029899,TRBS,108.8910,352.8600
A,USD,STD,BANK,C,6020,2004-12-31,029944,BMBN,0.0000,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,029946,LARK,13.7500,80.8210
I,USD,STD,BANK,C,6020,2004-12-31,029993,CMBC,1.0000,17.6400
I,USD,STD,BANK,C,6020,2004-12-31,030082,DNBF,31.0330,59.6100
I,USD,STD,BANK,C,6020,2004-12-31,030162,SBNK,0.0000,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,030218,BSAC,2760.1600,2910.9500
A,USD,STD,BANK,C,6020,2004-12-31,030222,ABCB,22.7710,130.6920
I,USD,STD,BANK,C,6020,2004-12-31,030328,COB,26.8970,86.7500
I,USD,STD,BANK,C,6020,2004-12-31,030445,CBMD,135.8250,30.3100
A,USD,STD,BANK,C,6020,2004-12-31,030452,BBD,12250.7320,6534.9600
A,USD,STD,BANK,C,6020,2004-12-31,030501,KB,3332.4750,27101.4110
A,USD,STD,BANK,C,6020,2004-12-31,030580,ITUB,6640.1390,6471.9840
A,USD,STD,BANK,C,6020,2004-12-31,030582,NBGGY,,11444.6540
I,USD,STD,BANK,C,6020,2004-12-31,030640,METR,0.0000,13.6000
A,USD,STD,BANK,C,6020,2004-12-31,030647,PNBK,4.0000,12.2480
I,USD,STD,BANK,C,6020,2004-12-31,030685,OSKY,25.8640,88.1100
I,USD,STD,BANK,C,6020,2004-12-31,030717,HBKS,3.8210,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,030888,LION.1,52.2120,70.5980
A,USD,STD,BANK,C,6020,2004-12-31,031028,DIMC,12.0330,11.3490
I,USD,STD,BANK,C,6020,2004-12-31,031062,ALAB.1,409.6140,395.9050
I,USD,STD,BANK,C,6020,2004-12-31,031136,SBGA,40.3940,32.0000
A,USD,STD,BANK,C,6020,2004-12-31,031218,STBI,19.3160,51.8460
I,USD,STD,BANK,C,6020,2004-12-31,031242,HEOP,29.2660,8.2480
I,USD,STD,BANK,C,6020,2004-12-31,031267,SFBC.1,8.4210,92.1750
I,USD,STD,BANK,C,6020,2004-12-31,031270,BSXT,0.0000,4.1240
I,USD,STD,BANK,C,6020,2004-12-31,031336,CVLL,0.0000,9.0810
A,USD,STD,BANK,C,6020,2004-12-31,031358,FMCB,40.0000,51.1990
A,USD,STD,BANK,C,6020,2004-12-31,031368,HAFC,25.0000,126.6990
I,USD,STD,BANK,C,6020,2004-12-31,031593,FWVB,15.7990,2.3850
I,USD,STD,BANK,C,6020,2004-12-31,031627,CBN.1,10.0600,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,031659,BNV,10.4960,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,031692,MBFI,581.3360,168.3550
I,USD,STD,BANK,C,6020,2004-12-31,031702,YCB,45.6290,87.0000
I,USD,STD,BANK,C,6020,2004-12-31,031703,GFED,62.5280,38.7360
I,USD,STD,BANK,C,6020,2004-12-31,031716,WEFP,0.0000,41.6400
A,USD,STD,BANK,C,6020,2004-12-31,031718,ATLO,64.0720,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,031764,BMRC,17.8000,5.0000
I,USD,STD,BANK,C,6020,2004-12-31,031778,AWBCQ,24.6030,16.3300
I,USD,STD,BANK,C,6020,2004-12-31,031894,BWCF,57.8240,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,031895,BHB,89.8510,117.0720
I,USD,STD,BANK,C,6020,2004-12-31,060803,3UNNF,21.7170,82.7780
I,USD,STD,BANK,C,6020,2004-12-31,060823,YANB,89.0000,727.0220
I,USD,STD,BANK,C,6020,2004-12-31,060983,AMRB,24.4570,9.8320
I,USD,STD,BANK,C,6020,2004-12-31,060984,HSBI,2.7040,23.7650
A,USD,STD,BANK,C,6020,2004-12-31,060990,BNCC,48.6970,114.7880
A,USD,STD,BANK,C,6020,2004-12-31,061019,HABC,15.6210,26.0000
A,USD,STD,BANK,C,6020,2004-12-31,061055,AUBN,7.6310,105.4220
A,USD,STD,BANK,C,6020,2004-12-31,061067,CIB,458.6770,506.5350
I,USD,STD,BANK,C,6020,2004-12-31,061134,UBB,4756.9780,2505.4880
I,USD,STD,BANK,C,6020,2004-12-31,061206,CCBP,0.0000,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,061229,MBHIQ,198.4010,189.3000
A,USD,STD,BANK,C,6020,2004-12-31,061394,SRNN,0.0000,6.5000
I,USD,STD,BANK,C,6020,2004-12-31,061444,IMPCQ,0.0000,670.8240
A,USD,STD,BANK,C,6020,2004-12-31,061452,BAP,233.9510,621.0780
A,USD,STD,BANK,C,6020,2004-12-31,061487,BANR,435.8160,288.0260
I,USD,STD,BANK,C,6020,2004-12-31,061518,IFIN.1,4799.9880,74.9640
A,USD,STD,BANK,C,6020,2004-12-31,061585,FFIC,60.9000,523.8360
I,USD,STD,BANK,C,6020,2004-12-31,061679,GBBK.1,183.6790,605.2960
I,USD,STD,BANK,C,6020,2004-12-31,061688,OAKF,48.7850,82.8750
I,USD,STD,BANK,C,6020,2004-12-31,061693,HTLF,224.4920,203.1760
I,USD,STD,BANK,C,6020,2004-12-31,061697,DCBK,0.0000,0.7000
I,USD,STD,BANK,C,6020,2004-12-31,061786,CLAS.1,11.1970,49.2770
A,USD,STD,BANK,C,6020,2004-12-31,061796,SOMC,10.7430,16.9400
I,USD,STD,BANK,C,6020,2004-12-31,061816,IFCB,32.4520,28.8970
I,USD,STD,BANK,C,6020,2004-12-31,061832,CCOWQ,68.0250,112.5900
I,USD,STD,BANK,C,6020,2004-12-31,061866,CCBN,0.0000,0.0000
I,USD,STD,BANK,C,6020,2004-12-31,061885,CPBK,69.0030,41.4810
I,USD,STD,BANK,C,6020,2004-12-31,061939,SBFC,44.5810,40.9000
A,USD,STD,BANK,C,6020,2004-12-31,062123,PBHC,1.0000,39.5150
I,USD,STD,BANK,C,6020,2004-12-31,062129,PSBI,1.1050,0.0000
A,USD,STD,BANK,C,6020,2004-12-31,062139,PLBC,1.0350,6.1860
I,USD,STD,BANK,C,6020,2004-12-31,062224,MROE,66.6880,30.6900
A,USD,STD,BANK,C,6020,2004-12-31,062243,UNTY,5.0000,39.2790
I,USD,STD,BANK,C,6020,2004-12-31,062245,VYFC,23.0040,41.0000
A,USD,STD,BANK,C,6020,2004-12-31,062365,FNRN,1.6770,13.7790
I,USD,STD,BANK,C,6020,2004-12-31,062472,VCBI,53.2070,18.5700
A,USD,STD,BANK,C,6020,2004-12-31,062527,AMFC,3.0000,21.5750
A,USD,STD,BANK,C,6020,2004-12-31,062575,FFDF,0.0000,12.5460
I,USD,STD,BANK,C,6020,2004-12-31,062642,CAPX.1,25.0000,151.0790
I,USD,STD,BANK,C,6020,2004-12-31,062646,CWBC.1,17.1720,20.9100
I,USD,STD,BANK,C,6020,2004-12-31,062654,SASR,231.9270,129.6080
I,USD,STD,BANK,C,6020,2004-12-31,062766,HVB,164.4720,263.1210
I,USD,STD,BANK,C,6020,2004-12-31,062895,PFBI,10.5270,30.8850
I,USD,STD,BANK,C,6020,2004-12-31,062972,BKYF,9.1610,37.5730
I,USD,STD,BANK,C,6020,2004-12-31,062976,SBKCQ,22.9470,84.5570
A,USD,STD,BANK,C,6020,2004-12-31,062979,SBSI,210.1540,351.0340
A,USD,STD,BANK,C,6020,2004-12-31,063058,SBFG,34.9590,45.9900
A,USD,STD,BANK,C,6020,2004-12-31,063135,DCOM,205.5840,603.6650
I,USD,STD,BANK,C,6020,2004-12-31,063166,CLFC,35.0000,28.4110
A,USD,STD,BANK,C,6020,2004-12-31,063224,CWBC,2.0000,6.5000
A,USD,STD,BANK,C,6020,2004-12-31,063232,OCFC,143.0720,320.0000
I,USD,STD,BANK,C,6020,2004-12-31,063238,CBNV,57.7500,104.6350
I,USD,STD,BANK,C,6020,2004-12-31,063244,PABK,25.3490,98.1300
I,USD,STD,BANK,C,6020,2004-12-31,063318,GFLS,50.7710,104.7430
A,USD,STD,BANK,C,6020,2004-12-31,063402,CHBH,17.9440,20.8000
I,USD,STD,BANK,C,6020,2004-12-31,063479,BARI,115.0500,156.3360
I,USD,STD,BANK,C,6020,2004-12-31,063486,MSBK,136.9380,189.0470
I,USD,STD,BANK,C,6020,2004-12-31,063511,PCBS,29.0000,66.7470
I,USD,STD,BANK,C,6020,2004-12-31,063518,RGFCQ,1981.2490,4836.0340
I,USD,STD,BANK,C,6020,2004-12-31,063538,SNBC,119.6410,211.9910
I,USD,STD,BANK,C,6020,2004-12-31,063543,SGB,8.1740,30.3430
I,USD,STD,BANK,C,6020,2004-12-31,063551,FMFC.1,65.8510,79.7950
A,USD,STD,BANK,C,6020,2004-12-31,063590,BKRIY,,
I,USD,STD,BANK,C,6020,2004-12-31,063687,CFCB,36.2510,45.8310
I,USD,STD,BANK,C,6020,2004-12-31,063699,PREM.2,16.5370,27.5580
I,USD,STD,BANK,C,6020,2004-12-31,063723,NBTF,18.0230,111.6730
A,USD,STD,BANK,C,6020,2004-12-31,063725,WTBA,90.1110,90.9940
A,USD,STD,BANK,C,6020,2004-12-31,063781,WTFC,250.0150,510.8990
I,USD,STD,BANK,C,6020,2004-12-31,063799,BKBK,56.5380,59.9230
I,USD,STD,BANK,C,6020,2004-12-31,063814,NOVB,20.0940,59.1510
I,USD,STD,BANK,C,6020,2004-12-31,063954,CMOH,0.0000,24.6000
I,USD,STD,BANK,C,6020,2004-12-31,063998,GLDB.1,113.2680,779.5330
I,USD,STD,BANK,C,6020,2004-12-31,064011,SCB.1,8.0320,29.2030
I,USD,STD,BANK,C,6020,2004-12-31,064082,PRWT,0.6390,17.2440
I,USD,STD,BANK,C,6020,2004-12-31,064142,CCBD,28.4920,56.8750
I,USD,STD,BANK,C,6020,2004-12-31,064194,FMARQ,172.2920,182.6180
I,USD,STD,BANK,C,6020,2004-12-31,064218,WIBC,25.0000,41.4640
